referrer,views_total,views_unique
Google,69,36
news.hada.io,17,10
github.com,10,9
youtube.com,8,3
screentranslate.filient.ai,6,5
Bing,6,4
chatgpt.com,4,4
DuckDuckGo,3,2
cafe.naver.com,1,1
m.cafe.naver.com,1,1
