referrer,views_total,views_unique
github.com,42,8
screentranslate.filient.ai,18,11
cafe.naver.com,9,4
Bing,6,5
news.hada.io,6,5
Google,5,5
chatgpt.com,4,3
DuckDuckGo,3,2
qwant.com,3,2
youtube.com,2,2
