referrer,views_total,views_unique
Google,123,92
chatgpt.com,47,32
github.com,43,16
screentranslate.filient.ai,15,10
Bing,7,6
news.hada.io,7,5
youtube.com,2,2
DuckDuckGo,1,1
Yahoo,1,1
hn.algolia.com,1,1
