referrer,views_total,views_unique
Google,70,46
github.com,22,15
screentranslate.filient.ai,10,6
Bing,6,5
news.hada.io,5,5
chatgpt.com,3,3
DuckDuckGo,2,2
perplexity.ai,2,1
Yahoo,1,1
erjui.github.io,1,1
