referrer,views_total,views_unique
github.com,59,11
screentranslate.filient.ai,24,11
news.hada.io,19,14
cafe.naver.com,14,3
Bing,5,4
youtube.com,5,3
Google,2,2
chatgpt.com,2,2
DuckDuckGo,2,1
chat.qwen.ai,1,1
