referrer,views_total,views_unique
Google,74,47
github.com,18,14
screentranslate.filient.ai,9,5
Bing,6,5
news.hada.io,5,5
chatgpt.com,3,3
DuckDuckGo,2,2
perplexity.ai,2,1
erjui.github.io,1,1
youtube.com,1,1
