referrer,views_total,views_unique
Google,137,98
github.com,46,20
chatgpt.com,39,29
screentranslate.filient.ai,30,9
Bing,13,7
news.hada.io,7,4
youtube.com,3,2
DuckDuckGo,2,2
cafe.naver.com,1,1
doubao.com,1,1
