referrer,views_total,views_unique
Google,49,30
github.com,16,12
screentranslate.filient.ai,10,10
news.hada.io,10,9
chatgpt.com,7,5
DuckDuckGo,5,4
Bing,5,3
m.cafe.naver.com,2,2
search.brave.com,2,2
youtube.com,2,1
