referrer,views_total,views_unique
github.com,55,11
news.hada.io,45,25
screentranslate.filient.ai,21,9
cafe.naver.com,18,3
youtube.com,7,5
Bing,3,3
Google,1,1
chatgpt.com,1,1
hcmhcs.github.io,1,1
qwant.com,1,1
