referrer,views_total,views_unique
Google,66,44
github.com,14,11
screentranslate.filient.ai,10,5
youtube.com,9,4
news.hada.io,8,4
chatgpt.com,4,4
Bing,2,2
DuckDuckGo,2,2
perplexity.ai,2,1
m.cafe.naver.com,1,1
