referrer,views_total,views_unique
Google,66,52
github.com,32,13
news.hada.io,7,7
Bing,6,4
screentranslate.filient.ai,5,4
chatgpt.com,3,3
DuckDuckGo,2,2
Yahoo,2,1
cafe.naver.com,1,1
stahuj.cz,1,1
