referrer,views_total,views_unique
Google,139,101
github.com,66,18
chatgpt.com,55,37
screentranslate.filient.ai,25,8
Bing,7,5
news.hada.io,6,5
youtube.com,3,3
DuckDuckGo,2,2
Yahoo,1,1
hn.algolia.com,1,1
