referrer,views_total,views_unique
Google,24,19
github.com,20,9
news.hada.io,16,9
screentranslate.filient.ai,14,9
Bing,8,5
chatgpt.com,7,5
youtube.com,4,2
DuckDuckGo,1,1
cafe.naver.com,1,1
doubao.com,1,1
