referrer,views_total,views_unique
github.com,43,16
Google,19,15
chatgpt.com,8,3
screentranslate.filient.ai,7,5
news.hada.io,6,6
DuckDuckGo,4,4
youtube.com,4,2
Bing,3,3
news.ycombinator.com,3,1
doubao.com,2,2
