referrer,views_total,views_unique
Google,49,30
github.com,17,13
news.hada.io,11,10
screentranslate.filient.ai,10,10
chatgpt.com,7,5
DuckDuckGo,5,4
Bing,2,2
m.cafe.naver.com,2,2
search.brave.com,2,2
youtube.com,2,1
