referrer,views_total,views_unique
github.com,23,11
Yahoo,14,1
Google,10,8
screentranslate.filient.ai,7,6
chatgpt.com,7,3
doubao.com,6,4
news.hada.io,5,4
Bing,4,4
alternativeto.net,3,1
DuckDuckGo,2,2
