url_path,views_total,views_unique
/hcmhcs/screenTranslate,131,99
/hcmhcs/screenTranslate/releases/tag/v1.5.2,27,20
/hcmhcs/screenTranslate/releases,10,8
/hcmhcs/screenTranslate/issues/1,5,4
/hcmhcs/screenTranslate/issues,4,4
/hcmhcs/screenTranslate/tree/main/ScreenTranslate/App,2,2
/hcmhcs/screenTranslate/commits/main,2,1
/hcmhcs/screenTranslate/actions/runs/25359683514,1,1
/hcmhcs/screenTranslate/blob/477c94c271e75d238da5d05942e47e2549a16cd5/CONTRIBUTING.md,1,1
/hcmhcs/screenTranslate/blob/477c94c271e75d238da5d05942e47e2549a16cd5/LICENSE,1,1
