referrer,views_total,views_unique
github.com,30,16
Yahoo,14,1
Google,12,9
doubao.com,7,5
screentranslate.filient.ai,6,5
chatgpt.com,6,2
news.hada.io,4,3
Bing,3,3
alternativeto.net,3,1
copilot.microsoft.com,2,2
