referrer,views_total,views_unique
news.hada.io,72,41
screentranslate.filient.ai,39,12
github.com,29,15
cafe.naver.com,9,4
youtube.com,7,4
news.ycombinator.com,5,2
Bing,4,2
DuckDuckGo,3,2
Google,2,2
chat.duoduai.com,1,1
