referrer,views_total,views_unique
Google,73,58
github.com,51,9
screentranslate.filient.ai,15,9
Bing,9,6
news.hada.io,7,7
chatgpt.com,3,3
DuckDuckGo,2,2
m.cafe.naver.com,1,1
