referrer,views_total,views_unique
Google,117,79
chatgpt.com,38,21
screentranslate.filient.ai,34,8
github.com,33,16
Bing,14,5
search.brave.com,2,2
youtube.com,2,1
DuckDuckGo,1,1
Yahoo,1,1
cafe.naver.com,1,1
