referrer,views_total,views_unique
github.com,55,10
screentranslate.filient.ai,18,11
cafe.naver.com,12,4
news.hada.io,9,8
Bing,6,5
Google,3,3
DuckDuckGo,3,2
chatgpt.com,3,2
qwant.com,3,2
youtube.com,2,2
