referrer,views_total,views_unique
github.com,15,9
Yahoo,14,1
Google,8,7
chatgpt.com,8,3
screentranslate.filient.ai,7,6
doubao.com,6,4
news.hada.io,5,4
Bing,4,4
cafe.naver.com,3,2
alternativeto.net,3,1
