referrer,views_total,views_unique
Google,74,47
github.com,15,12
screentranslate.filient.ai,9,5
youtube.com,8,3
chatgpt.com,4,4
news.hada.io,4,4
Bing,4,3
DuckDuckGo,2,2
perplexity.ai,2,1
erjui.github.io,1,1
