referrer,views_total,views_unique
news.hada.io,82,49
github.com,38,12
screentranslate.filient.ai,16,8
cafe.naver.com,14,2
youtube.com,7,4
Bing,5,3
news.ycombinator.com,4,1
DuckDuckGo,2,1
Google,1,1
chat.duoduai.com,1,1
