referrer,views_total,views_unique
Google,75,62
screentranslate.filient.ai,28,12
github.com,23,15
Bing,16,13
chatgpt.com,15,9
yandex.ru,6,3
news.hada.io,5,4
DuckDuckGo,4,2
doubao.com,3,1
news.ycombinator.com,3,1
