referrer,views_total,views_unique
Google,103,72
github.com,17,7
Bing,10,8
screentranslate.filient.ai,10,7
DuckDuckGo,10,5
news.hada.io,8,4
chatgpt.com,3,3
youtube.com,3,2
doubao.com,1,1
yandex.ru,1,1
