referrer,views_total,views_unique
github.com,28,10
news.hada.io,17,10
Google,15,13
screentranslate.filient.ai,13,8
Bing,8,6
chatgpt.com,7,5
youtube.com,5,3
DuckDuckGo,3,3
news.ycombinator.com,3,1
cafe.naver.com,1,1
