referrer,views_total,views_unique
github.com,35,13
Google,20,16
news.hada.io,13,8
screentranslate.filient.ai,10,9
Bing,7,5
chatgpt.com,5,3
youtube.com,5,3
DuckDuckGo,3,3
news.ycombinator.com,3,1
doubao.com,2,2
