referrer,views_total,views_unique
Google,130,89
chatgpt.com,33,23
github.com,24,14
Bing,15,6
screentranslate.filient.ai,13,6
news.hada.io,5,2
DuckDuckGo,2,2
youtube.com,2,1
Yahoo,1,1
cafe.naver.com,1,1
