referrer,views_total,views_unique
Google,98,70
chatgpt.com,44,24
screentranslate.filient.ai,42,10
github.com,35,19
Bing,20,9
DuckDuckGo,6,3
news.hada.io,5,2
search.brave.com,2,2
youtube.com,2,1
Yahoo,1,1
