referrer,views_total,views_unique
github.com,18,9
Yahoo,14,1
screentranslate.filient.ai,12,9
Google,8,7
Bing,6,5
doubao.com,5,3
chatgpt.com,4,3
news.hada.io,4,3
copilot.microsoft.com,3,3
DuckDuckGo,3,2
