referrer,views_total,views_unique
github.com,53,9
screentranslate.filient.ai,17,10
news.hada.io,16,12
cafe.naver.com,13,4
Bing,5,4
chatgpt.com,3,2
qwant.com,3,2
Google,2,2
youtube.com,2,2
DuckDuckGo,2,1
