referrer,views_total,views_unique
github.com,15,9
Yahoo,14,1
screentranslate.filient.ai,9,8
Google,8,7
chatgpt.com,8,3
doubao.com,6,4
Bing,5,4
news.hada.io,4,3
copilot.microsoft.com,3,3
DuckDuckGo,3,2
