referrer,views_total,views_unique
Google,85,63
github.com,48,7
screentranslate.filient.ai,14,8
DuckDuckGo,6,4
Bing,4,3
news.hada.io,4,2
chatgpt.com,3,3
youtube.com,2,1
m.cafe.naver.com,1,1
