referrer,views_total,views_unique
Google,67,47
github.com,14,11
news.hada.io,10,6
screentranslate.filient.ai,9,5
youtube.com,9,4
chatgpt.com,4,4
DuckDuckGo,4,3
Bing,2,2
m.cafe.naver.com,1,1
news.ycombinator.com,1,1
