referrer,views_total,views_unique
github.com,57,10
news.hada.io,41,21
screentranslate.filient.ai,26,10
cafe.naver.com,18,3
youtube.com,7,5
Bing,2,2
chatgpt.com,1,1
hcmhcs.github.io,1,1
qwant.com,1,1
yandex.ru,1,1
