referrer,views_total,views_unique
Google,86,64
screentranslate.filient.ai,41,11
chatgpt.com,32,16
github.com,30,18
Bing,18,14
news.hada.io,6,3
yandex.ru,6,3
DuckDuckGo,5,2
doubao.com,3,1
claude.ai,2,1
