referrer,views_total,views_unique
Google,146,104
github.com,70,19
chatgpt.com,56,38
screentranslate.filient.ai,36,12
Bing,10,7
news.hada.io,7,6
youtube.com,3,3
DuckDuckGo,2,2
Yahoo,1,1
facebook.com,1,1
