referrer,views_total,views_unique
Google,78,60
github.com,51,9
screentranslate.filient.ai,15,10
news.hada.io,6,4
Bing,5,4
chatgpt.com,3,3
DuckDuckGo,2,2
m.cafe.naver.com,1,1
