referrer,views_total,views_unique
Google,88,64
screentranslate.filient.ai,38,9
chatgpt.com,32,16
github.com,31,19
Bing,15,12
DuckDuckGo,6,3
news.hada.io,6,3
yandex.ru,5,2
doubao.com,3,1
search.brave.com,2,2
