referrer,views_total,views_unique
Google,74,51
github.com,36,12
Bing,15,9
chatgpt.com,6,3
news.hada.io,5,5
screentranslate.filient.ai,3,3
Yahoo,3,2
cafe.naver.com,2,2
DuckDuckGo,1,1
erjui.github.io,1,1
