referrer,views_total,views_unique
Google,58,38
news.hada.io,15,9
github.com,10,8
youtube.com,9,4
screentranslate.filient.ai,6,5
chatgpt.com,5,5
Bing,4,3
DuckDuckGo,3,2
cafe.naver.com,1,1
m.cafe.naver.com,1,1
