referrer,views_total,views_unique
github.com,34,13
Google,18,14
chatgpt.com,8,3
screentranslate.filient.ai,6,4
news.hada.io,4,4
news.ycombinator.com,4,2
Bing,3,3
DuckDuckGo,2,2
doubao.com,2,2
copilot.microsoft.com,1,1
