url_path,views_total,views_unique
/hcmhcs/screenTranslate,548,205
/hcmhcs/screenTranslate/releases/tag/v1.5.3,71,62
/hcmhcs/screenTranslate/releases,10,9
/hcmhcs/screenTranslate/tree/main/ScreenTranslate.xcodeproj,4,3
/hcmhcs/screenTranslate/tree/main/.github,3,3
/hcmhcs/screenTranslate/tree/main/ScreenTranslate,3,3
/hcmhcs/screenTranslate/issues,3,2
/hcmhcs/screenTranslate/tree/main,3,2
/hcmhcs/screenTranslate/activity,2,2
/hcmhcs/screenTranslate/commit/08e03a274e0bd3bee8ea807182c2bc157cc38bc9,2,2
