referrer,views_total,views_unique
Google,87,67
github.com,47,6
screentranslate.filient.ai,14,8
DuckDuckGo,9,5
Bing,5,4
news.hada.io,4,2
chatgpt.com,3,3
youtube.com,2,1
m.cafe.naver.com,1,1
