referrer,views_total,views_unique
github.com,25,13
Yahoo,14,1
Google,13,10
chatgpt.com,7,3
screentranslate.filient.ai,6,5
doubao.com,6,4
news.hada.io,4,3
Bing,3,3
alternativeto.net,3,1
copilot.microsoft.com,2,2
