referrer,views_total,views_unique
Google,54,28
news.hada.io,22,12
github.com,11,10
Bing,9,5
screentranslate.filient.ai,4,4
chatgpt.com,3,3
DuckDuckGo,3,2
cafe.naver.com,1,1
perplexity.ai,1,1
search.brave.com,1,1
