referrer,views_total,views_unique
github.com,39,12
Google,20,16
news.hada.io,10,6
screentranslate.filient.ai,7,6
Bing,7,5
chatgpt.com,6,4
DuckDuckGo,4,4
youtube.com,4,2
news.ycombinator.com,3,1
doubao.com,2,2
