referrer,views_total,views_unique
Google,35,23
github.com,17,11
news.hada.io,16,9
screentranslate.filient.ai,13,8
Bing,6,4
chatgpt.com,6,4
DuckDuckGo,2,2
cafe.naver.com,1,1
doubao.com,1,1
m.cafe.naver.com,1,1
