referrer,views_total,views_unique
Google,93,68
screentranslate.filient.ai,19,9
Bing,14,11
github.com,13,7
DuckDuckGo,10,5
news.hada.io,8,5
chatgpt.com,3,3
youtube.com,3,2
news.ycombinator.com,3,1
yandex.ru,2,2
