referrer,views_total,views_unique
Google,63,44
news.hada.io,12,7
github.com,11,9
screentranslate.filient.ai,10,6
youtube.com,9,4
chatgpt.com,4,4
DuckDuckGo,4,3
Bing,1,1
cafe.naver.com,1,1
m.cafe.naver.com,1,1
