referrer,views_total,views_unique
news.hada.io,80,46
screentranslate.filient.ai,21,9
github.com,19,11
cafe.naver.com,9,3
youtube.com,7,4
news.ycombinator.com,5,2
Bing,4,2
DuckDuckGo,3,2
Google,2,2
chat.duoduai.com,1,1
