referrer,views_total,views_unique
Google,114,79
chatgpt.com,32,22
github.com,22,12
Bing,14,5
screentranslate.filient.ai,12,5
news.hada.io,5,2
youtube.com,4,2
DuckDuckGo,1,1
Yahoo,1,1
cafe.naver.com,1,1
