referrer,views_total,views_unique
Google,59,29
news.hada.io,18,12
github.com,9,8
Bing,8,4
screentranslate.filient.ai,5,5
DuckDuckGo,3,2
chatgpt.com,2,2
cafe.naver.com,1,1
perplexity.ai,1,1
search.brave.com,1,1
