referrer,views_total,views_unique
Google,112,74
chatgpt.com,36,19
github.com,32,16
screentranslate.filient.ai,32,7
Bing,19,8
news.hada.io,4,1
DuckDuckGo,3,3
search.brave.com,2,2
youtube.com,2,1
Yahoo,1,1
