referrer,views_total,views_unique
Google,35,23
github.com,19,13
news.hada.io,13,8
screentranslate.filient.ai,13,8
Bing,4,3
chatgpt.com,4,3
DuckDuckGo,2,2
cafe.naver.com,1,1
doubao.com,1,1
m.cafe.naver.com,1,1
