referrer,views_total,views_unique
Google,95,67
screentranslate.filient.ai,42,9
chatgpt.com,36,19
github.com,29,17
Bing,18,10
DuckDuckGo,6,3
news.hada.io,6,3
claude.ai,3,2
doubao.com,3,1
search.brave.com,2,2
