referrer,views_total,views_unique
Google,94,67
screentranslate.filient.ai,42,9
chatgpt.com,33,17
github.com,30,18
Bing,19,11
DuckDuckGo,6,3
news.hada.io,6,3
claude.ai,3,2
doubao.com,3,1
search.brave.com,2,2
