referrer,views_total,views_unique
github.com,23,11
Google,19,15
news.hada.io,16,9
screentranslate.filient.ai,13,8
chatgpt.com,9,6
Bing,8,5
youtube.com,4,2
DuckDuckGo,3,3
cafe.naver.com,1,1
doubao.com,1,1
