referrer,views_total,views_unique
Google,84,64
github.com,49,7
screentranslate.filient.ai,14,8
DuckDuckGo,9,5
Bing,7,6
news.hada.io,6,3
chatgpt.com,3,3
youtube.com,2,1
m.cafe.naver.com,1,1
