referrer,views_total,views_unique
Google,94,68
screentranslate.filient.ai,43,10
chatgpt.com,38,19
github.com,36,20
Bing,16,9
DuckDuckGo,6,3
news.hada.io,6,3
claude.ai,3,2
doubao.com,3,1
search.brave.com,2,2
