referrer,views_total,views_unique
Google,151,106
github.com,71,21
chatgpt.com,49,34
screentranslate.filient.ai,36,12
Bing,11,8
news.hada.io,6,5
DuckDuckGo,4,4
youtube.com,3,3
facebook.com,1,1
hn.algolia.com,1,1
