referrer,views_total,views_unique
Google,77,62
screentranslate.filient.ai,29,12
github.com,20,13
Bing,15,12
yandex.ru,6,3
news.hada.io,5,4
chatgpt.com,3,3
DuckDuckGo,3,2
doubao.com,3,1
news.ycombinator.com,3,1
